PC1,PC2
11.442708003389043,-0.4234960033408597
7.894631212659368,1.6826662910974477
3.32809078956567,0.8337581354578147
4.145022763363887,0.13018538735870228
5.268354153033888,-0.8393460636081682
2.239476889950375,0.5039186726126772
5.387554960710851,-1.5672650714398189
2.042896024893959,0.39373104024367883
2.859112711550318,-0.28335254824664685
2.144180741182815,0.33721775844478835
0.8366450270786333,0.7331818064643764
1.5569834130187898,-0.08976399613329315
0.14034443524109563,0.655857227514264
0.7561375507453166,0.0123327237953586
0.664101956124836,-0.27727620745240367
-0.045423598670014165,0.1409186033327973
-0.04229617971615063,0.023661045801165764
-0.3471318861110059,0.23099096990310788
-0.4477013152580031,0.26101509209321133
0.8744899360872047,-0.6834466648792634
0.05898853657270434,-0.03285223599772473
0.060552246049636146,-0.09148101476354055
-0.24428346034521917,0.11584890933840163
-0.4469860281161455,0.23452593248442452
-0.13745919329049483,-0.14869032791496495
-0.4438586091622818,0.11726837495279294
-0.6481248864101399,0.29457417686463155
-0.6465611769332081,0.23594539809881582
-0.23574962581870257,-0.20378414409946416
-0.44001590306656063,-0.026478342187625535
-0.44001590306656063,-0.026478342187625535
-0.23418591634177094,-0.26241292286527984
-0.744851609461416,0.1808515819143166
-0.8469847480853451,0.26950448287023593
-0.4368884841126972,-0.143735899719257
-0.6411547613605552,0.033569902192581574
-0.7432878999844843,0.12222280314850088
-0.7432878999844843,0.12222280314850088
-0.8454210386084132,0.21087570410442022
-0.8454210386084132,0.21087570410442022
-0.43930061592470304,-0.052967501796412464
-0.13133749057598407,-0.37755498342998617
-0.4361731969708394,-0.17022505932804402
-0.5383063355947684,-0.08157215837212471
-0.5383063355947684,-0.08157215837212471
-0.5383063355947684,-0.08157215837212471
-0.7425726128426264,0.09573364353971389
-0.3324763488699786,-0.3175067390497791
-0.6388757647417657,-0.05154803618202114
-0.7410089033656946,0.03710486477389811
-0.3309126393930469,-0.37613551781559484
-0.841578332512692,0.0671289869640017
-0.841578332512692,0.0671289869640017
-0.841578332512692,0.0671289869640017
-0.9437114711366209,0.155781887919921
-0.9437114711366209,0.155781887919921
-0.9437114711366209,0.155781887919921
-0.9437114711366209,0.155781887919921
-0.8400146230357602,0.008500208198185956
-0.9421477616596893,0.09715310915410524
-0.9421477616596893,0.09715310915410524
-1.0442809002836184,0.18580601011002457
-1.0442809002836184,0.18580601011002457
-0.32863364277425733,-0.4612534561901976
-0.6350330586460443,-0.19529475332243967
-0.7371661972699735,-0.10664185236652038
-0.7371661972699735,-0.10664185236652038
-0.5313362105451837,-0.34257643304417473
-0.5313362105451837,-0.34257643304417473
-0.7356024877930416,-0.16527063113233614
-0.5297725010682519,-0.4012052118099905
-0.7340387783161098,-0.22389940989815194
-0.9383050555639678,-0.04659360798631331
-1.0404381941878968,0.04205929296960606
-1.0404381941878968,0.04205929296960606
-1.0404381941878968,0.04205929296960606
-1.0404381941878968,0.04205929296960606
-1.0404381941878968,0.04205929296960606
-0.8346082074631072,-0.19387528770804838
-0.9367413460870362,-0.10522238675212905
-0.9367413460870362,-0.10522238675212905
-0.9367413460870362,-0.10522238675212905
-0.9367413460870362,-0.10522238675212905
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
-1.0388744847109652,-0.01656948579620974
